,country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,vaccines
2709,Italy,2021-02-02,2176737.0,1376381.0,800356.0,83122.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2710,Italy,2021-02-03,2275346.0,1385499.0,889847.0,87195.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2711,Italy,2021-02-04,2381414.0,1398673.0,982741.0,89058.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2712,Italy,2021-02-05,2486510.0,1416137.0,1070373.0,90191.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2713,Italy,2021-02-06,2562048.0,1430524.0,1131524.0,88150.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2714,Italy,2021-02-07,2602162.0,1439468.0,1162694.0,85421.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2715,Italy,2021-02-08,2667900.0,1466130.0,1201770.0,82645.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2716,Italy,2021-02-09,2733595.0,1500452.0,1233143.0,79551.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2717,Italy,2021-02-10,2805099.0,1545079.0,1260020.0,75679.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2718,Italy,2021-02-11,2878496.0,1599662.0,1278834.0,71012.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2719,Italy,2021-02-12,2950790.0,1657557.0,1293233.0,66326.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2720,Italy,2021-02-13,3002833.0,1703372.0,1299461.0,62969.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2721,Italy,2021-02-14,3031945.0,1730211.0,1301734.0,61398.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2722,Italy,2021-02-15,3093314.0,1786029.0,1307285.0,60773.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2723,Italy,2021-02-16,3163391.0,1850367.0,1313024.0,61399.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2724,Italy,2021-02-17,3242180.0,1920175.0,1322005.0,62440.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2725,Italy,2021-02-18,3330534.0,2001118.0,1329416.0,64577.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2726,Italy,2021-02-19,3421273.0,2085854.0,1335419.0,67212.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2727,Italy,2021-02-20,3495735.0,2156513.0,1339222.0,70415.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2728,Italy,2021-02-21,3546048.0,2204798.0,1341250.0,73443.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2729,Italy,2021-02-22,3650046.0,2303594.0,1346452.0,79533.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2730,Italy,2021-02-23,3754653.0,2403168.0,1351485.0,84466.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2731,Italy,2021-02-24,3873446.0,2514211.0,1359235.0,90181.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2732,Italy,2021-02-25,3998407.0,2627463.0,1370944.0,95410.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2733,Italy,2021-02-26,4130506.0,2745268.0,1385238.0,101319.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2734,Italy,2021-02-27,4254481.0,2857754.0,1396727.0,108392.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2735,Italy,2021-02-28,4331373.0,2926521.0,1404852.0,112189.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2736,Italy,2021-03-01,4462655.0,3033581.0,1429074.0,116087.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2737,Italy,2021-03-02,4616974.0,3157907.0,1459067.0,123189.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2738,Italy,2021-03-03,4792642.0,3292727.0,1499915.0,131314.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2739,Italy,2021-03-04,4977974.0,3432135.0,1545839.0,139938.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2740,Italy,2021-03-05,5166628.0,3570980.0,1595648.0,148017.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2741,Italy,2021-03-06,5324819.0,3692286.0,1632533.0,152905.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2742,Italy,2021-03-07,5417678.0,3765647.0,1652031.0,155186.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2744,Japan,2021-02-18,611.0,611.0,,486.0,Pfizer/BioNTech
2745,Japan,2021-02-19,5039.0,5039.0,,2457.0,Pfizer/BioNTech
2746,Japan,2021-02-20,,,,2404.0,Pfizer/BioNTech
2747,Japan,2021-02-21,,,,2378.0,Pfizer/BioNTech
2748,Japan,2021-02-22,11934.0,11934.0,,2362.0,Pfizer/BioNTech
2749,Japan,2021-02-23,,,,2464.0,Pfizer/BioNTech
2750,Japan,2021-02-24,17888.0,17888.0,,2538.0,Pfizer/BioNTech
2751,Japan,2021-02-25,21896.0,21896.0,,3041.0,Pfizer/BioNTech
2752,Japan,2021-02-26,28530.0,28530.0,,3356.0,Pfizer/BioNTech
2753,Japan,2021-02-27,,,,3183.0,Pfizer/BioNTech
2754,Japan,2021-02-28,,,,3009.0,Pfizer/BioNTech
2755,Japan,2021-03-01,31785.0,31785.0,,2836.0,Pfizer/BioNTech
2756,Japan,2021-03-02,34772.0,34772.0,,2837.0,Pfizer/BioNTech
2757,Japan,2021-03-03,37303.0,37303.0,,2774.0,Pfizer/BioNTech
2758,Japan,2021-03-04,39174.0,39174.0,,2468.0,Pfizer/BioNTech
2759,Japan,2021-03-05,46469.0,46469.0,,2563.0,Pfizer/BioNTech
2761,Jersey,2021-01-25,,,,493.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2762,Jersey,2021-01-26,,,,493.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2763,Jersey,2021-01-27,,,,493.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2764,Jersey,2021-01-28,,,,493.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2765,Jersey,2021-01-29,,,,493.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2766,Jersey,2021-01-30,,,,493.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2767,Jersey,2021-01-31,14838.0,11707.0,3131.0,493.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2768,Jersey,2021-02-01,,,,549.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2769,Jersey,2021-02-02,,,,604.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2770,Jersey,2021-02-03,,,,660.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2771,Jersey,2021-02-04,,,,715.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2772,Jersey,2021-02-05,,,,770.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2773,Jersey,2021-02-06,,,,826.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2774,Jersey,2021-02-07,21007.0,17829.0,3178.0,881.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2775,Jersey,2021-02-08,,,,856.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2776,Jersey,2021-02-09,,,,831.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2777,Jersey,2021-02-10,,,,806.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2778,Jersey,2021-02-11,,,,781.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2779,Jersey,2021-02-12,,,,756.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2780,Jersey,2021-02-13,,,,731.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2781,Jersey,2021-02-14,25952.0,22696.0,3256.0,706.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2782,Jersey,2021-02-15,,,,674.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2783,Jersey,2021-02-16,,,,642.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2784,Jersey,2021-02-17,,,,609.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2785,Jersey,2021-02-18,,,,577.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2786,Jersey,2021-02-19,,,,545.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2787,Jersey,2021-02-20,,,,512.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2788,Jersey,2021-02-21,29312.0,26025.0,3287.0,480.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2789,Jersey,2021-02-22,,,,497.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2790,Jersey,2021-02-23,,,,514.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2791,Jersey,2021-02-24,,,,531.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2792,Jersey,2021-02-25,,,,548.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2793,Jersey,2021-02-26,,,,566.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2794,Jersey,2021-02-27,,,,583.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2795,Jersey,2021-02-28,33511.0,30191.0,3320.0,600.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2797,Jordan,2021-01-13,,,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2798,Jordan,2021-01-14,,,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2799,Jordan,2021-01-15,,,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2800,Jordan,2021-01-16,,,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2801,Jordan,2021-01-17,,,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2802,Jordan,2021-01-18,,,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2803,Jordan,2021-01-19,,,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2804,Jordan,2021-01-20,,,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2805,Jordan,2021-01-21,,,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2806,Jordan,2021-01-22,,,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2807,Jordan,2021-01-23,30000.0,30000.0,,2727.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2808,Jordan,2021-01-24,,,,2516.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2809,Jordan,2021-01-25,,,,2305.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2810,Jordan,2021-01-26,,,,2094.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2811,Jordan,2021-01-27,,,,1883.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2812,Jordan,2021-01-28,,,,1672.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2813,Jordan,2021-01-29,,,,1461.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2814,Jordan,2021-01-30,,,,1250.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2815,Jordan,2021-01-31,40000.0,40000.0,,1250.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2816,Jordan,2021-02-01,,,,1331.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2817,Jordan,2021-02-02,,,,1412.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2818,Jordan,2021-02-03,,,,1494.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2819,Jordan,2021-02-04,,,,1575.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2820,Jordan,2021-02-05,,,,1656.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2821,Jordan,2021-02-06,,,,1737.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2822,Jordan,2021-02-07,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2823,Jordan,2021-02-08,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2824,Jordan,2021-02-09,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2825,Jordan,2021-02-10,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2826,Jordan,2021-02-11,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2827,Jordan,2021-02-12,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2828,Jordan,2021-02-13,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2829,Jordan,2021-02-14,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2830,Jordan,2021-02-15,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2831,Jordan,2021-02-16,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2832,Jordan,2021-02-17,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2833,Jordan,2021-02-18,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2834,Jordan,2021-02-19,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2835,Jordan,2021-02-20,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2836,Jordan,2021-02-21,,,,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2837,Jordan,2021-02-22,80000.0,50000.0,30000.0,1818.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2838,Jordan,2021-02-23,,,,4892.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2839,Jordan,2021-02-24,,,,7965.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2840,Jordan,2021-02-25,150000.0,,,11039.0,"Pfizer/BioNTech, Sinopharm/Beijing"
2842,Kazakhstan,2021-02-01,,,,1273.0,Sputnik V
2843,Kazakhstan,2021-02-02,,,,1273.0,Sputnik V
2844,Kazakhstan,2021-02-03,,,,1273.0,Sputnik V
2845,Kazakhstan,2021-02-04,,,,1273.0,Sputnik V
2846,Kazakhstan,2021-02-05,,,,1273.0,Sputnik V
2847,Kazakhstan,2021-02-06,,,,1273.0,Sputnik V
2848,Kazakhstan,2021-02-07,,,,1273.0,Sputnik V
2849,Kazakhstan,2021-02-08,,,,1273.0,Sputnik V
2850,Kazakhstan,2021-02-09,,,,1273.0,Sputnik V
2851,Kazakhstan,2021-02-10,,,,1273.0,Sputnik V
2852,Kazakhstan,2021-02-11,14000.0,14000.0,,1273.0,Sputnik V
2853,Kazakhstan,2021-02-12,,,,1182.0,Sputnik V
2854,Kazakhstan,2021-02-13,,,,1091.0,Sputnik V
2855,Kazakhstan,2021-02-14,,,,1001.0,Sputnik V
2856,Kazakhstan,2021-02-15,,,,910.0,Sputnik V
2857,Kazakhstan,2021-02-16,,,,819.0,Sputnik V
2858,Kazakhstan,2021-02-17,,,,729.0,Sputnik V
2859,Kazakhstan,2021-02-18,,,,638.0,Sputnik V
2860,Kazakhstan,2021-02-19,,,,638.0,Sputnik V
2861,Kazakhstan,2021-02-20,,,,638.0,Sputnik V
2862,Kazakhstan,2021-02-21,,,,638.0,Sputnik V
2863,Kazakhstan,2021-02-22,,,,638.0,Sputnik V
2864,Kazakhstan,2021-02-23,,,,638.0,Sputnik V
2865,Kazakhstan,2021-02-24,22294.0,20157.0,2137.0,638.0,Sputnik V
2867,Kuwait,2020-12-29,,,,1121.0,Pfizer/BioNTech
2868,Kuwait,2020-12-30,,,,1121.0,Pfizer/BioNTech
2869,Kuwait,2020-12-31,,,,1121.0,Pfizer/BioNTech
2870,Kuwait,2021-01-01,,,,1121.0,Pfizer/BioNTech
2871,Kuwait,2021-01-02,,,,1121.0,Pfizer/BioNTech
2872,Kuwait,2021-01-03,,,,1121.0,Pfizer/BioNTech
2873,Kuwait,2021-01-04,,,,1121.0,Pfizer/BioNTech
2874,Kuwait,2021-01-05,,,,1121.0,Pfizer/BioNTech
2875,Kuwait,2021-01-06,,,,1121.0,Pfizer/BioNTech
2876,Kuwait,2021-01-07,,,,1121.0,Pfizer/BioNTech
2877,Kuwait,2021-01-08,,,,1121.0,Pfizer/BioNTech
2878,Kuwait,2021-01-09,,,,1121.0,Pfizer/BioNTech
2879,Kuwait,2021-01-10,,,,1121.0,Pfizer/BioNTech
2880,Kuwait,2021-01-11,,,,1121.0,Pfizer/BioNTech
2881,Kuwait,2021-01-12,,,,1121.0,Pfizer/BioNTech
2882,Kuwait,2021-01-13,,,,1121.0,Pfizer/BioNTech
2883,Kuwait,2021-01-14,,,,1121.0,Pfizer/BioNTech
2884,Kuwait,2021-01-15,,,,1121.0,Pfizer/BioNTech
2885,Kuwait,2021-01-16,,,,1121.0,Pfizer/BioNTech
2886,Kuwait,2021-01-17,,,,1121.0,Pfizer/BioNTech
2887,Kuwait,2021-01-18,,,,1121.0,Pfizer/BioNTech
2888,Kuwait,2021-01-19,,,,1121.0,Pfizer/BioNTech
2889,Kuwait,2021-01-20,,,,1121.0,Pfizer/BioNTech
2890,Kuwait,2021-01-21,,,,1121.0,Pfizer/BioNTech
2891,Kuwait,2021-01-22,,,,1121.0,Pfizer/BioNTech
2892,Kuwait,2021-01-23,,,,1121.0,Pfizer/BioNTech
2893,Kuwait,2021-01-24,,,,1121.0,Pfizer/BioNTech
2894,Kuwait,2021-01-25,,,,1121.0,Pfizer/BioNTech
2895,Kuwait,2021-01-26,35000.0,,,1121.0,Pfizer/BioNTech
2896,Kuwait,2021-01-27,,,,1961.0,Pfizer/BioNTech
2897,Kuwait,2021-01-28,,,,2800.0,Pfizer/BioNTech
2898,Kuwait,2021-01-29,,,,3640.0,Pfizer/BioNTech
2899,Kuwait,2021-01-30,,,,4480.0,Pfizer/BioNTech
2900,Kuwait,2021-01-31,,,,5320.0,Pfizer/BioNTech
2901,Kuwait,2021-02-01,,,,6160.0,Pfizer/BioNTech
2902,Kuwait,2021-02-02,,,,7000.0,Pfizer/BioNTech
2903,Kuwait,2021-02-03,,,,7000.0,Pfizer/BioNTech
2904,Kuwait,2021-02-04,,,,7000.0,Pfizer/BioNTech
2905,Kuwait,2021-02-05,,,,7000.0,Pfizer/BioNTech
2906,Kuwait,2021-02-06,,,,7000.0,Pfizer/BioNTech
2907,Kuwait,2021-02-07,,,,7000.0,Pfizer/BioNTech
2908,Kuwait,2021-02-08,,,,7000.0,Pfizer/BioNTech
2909,Kuwait,2021-02-09,,,,7000.0,Pfizer/BioNTech
2910,Kuwait,2021-02-10,,,,7000.0,Pfizer/BioNTech
2911,Kuwait,2021-02-11,,,,7000.0,Pfizer/BioNTech
2912,Kuwait,2021-02-12,,,,7000.0,Pfizer/BioNTech
2913,Kuwait,2021-02-13,,,,7000.0,Pfizer/BioNTech
2914,Kuwait,2021-02-14,,,,7000.0,Pfizer/BioNTech
2915,Kuwait,2021-02-15,175000.0,137000.0,38000.0,7000.0,Pfizer/BioNTech
2934,Latvia,2021-01-19,17682.0,16307.0,1375.0,125.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2935,Latvia,2021-01-20,18452.0,16326.0,2126.0,235.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2936,Latvia,2021-01-21,18731.0,16592.0,2139.0,275.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2937,Latvia,2021-01-22,18946.0,16790.0,2156.0,306.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2938,Latvia,2021-01-23,,16916.0,,343.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2939,Latvia,2021-01-24,,,,381.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2940,Latvia,2021-01-25,19739.0,16935.0,2804.0,419.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2941,Latvia,2021-01-26,20587.0,16965.0,3622.0,415.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2942,Latvia,2021-01-27,21405.0,17046.0,4359.0,422.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2943,Latvia,2021-01-28,22184.0,17075.0,5109.0,493.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2944,Latvia,2021-01-29,23146.0,17127.0,6019.0,600.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2945,Latvia,2021-01-30,23454.0,17131.0,6323.0,606.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2946,Latvia,2021-01-31,,,6657.0,677.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2947,Latvia,2021-02-01,24975.0,17144.0,7831.0,748.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2948,Latvia,2021-02-02,26783.0,17279.0,9504.0,885.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2949,Latvia,2021-02-03,28402.0,17519.0,10883.0,1000.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2950,Latvia,2021-02-04,29905.0,17659.0,12246.0,1103.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2951,Latvia,2021-02-05,31572.0,17821.0,13751.0,1204.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2952,Latvia,2021-02-06,32138.0,17830.0,14308.0,1241.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2953,Latvia,2021-02-07,32263.0,17832.0,14431.0,1150.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2954,Latvia,2021-02-08,32674.0,18088.0,14586.0,1100.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2955,Latvia,2021-02-09,32858.0,18229.0,14629.0,868.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2956,Latvia,2021-02-10,33482.0,18656.0,14826.0,726.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2957,Latvia,2021-02-11,35264.0,19758.0,15506.0,766.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2958,Latvia,2021-02-12,36993.0,20934.0,16059.0,774.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2959,Latvia,2021-02-13,37394.0,21158.0,16236.0,751.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2960,Latvia,2021-02-14,37415.0,21159.0,16256.0,736.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2961,Latvia,2021-02-15,38285.0,21875.0,16410.0,802.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2962,Latvia,2021-02-16,39664.0,23178.0,16486.0,972.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2963,Latvia,2021-02-17,41656.0,24991.0,16665.0,1168.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2964,Latvia,2021-02-18,43199.0,26481.0,16718.0,1134.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2965,Latvia,2021-02-19,44546.0,27772.0,16774.0,1079.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2966,Latvia,2021-02-20,45318.0,28525.0,16793.0,1132.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2967,Latvia,2021-02-21,,29334.0,,1314.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2968,Latvia,2021-02-22,47910.0,31086.0,16824.0,1375.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2969,Latvia,2021-02-23,50288.0,33435.0,16853.0,1518.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2970,Latvia,2021-02-24,54598.0,37713.0,16885.0,1849.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2971,Latvia,2021-02-25,58765.0,41838.0,16927.0,2224.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2972,Latvia,2021-02-26,62111.0,45102.0,17009.0,2509.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2973,Latvia,2021-02-27,62695.0,45677.0,17018.0,2482.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2974,Latvia,2021-02-28,62825.0,45806.0,17019.0,2316.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2975,Latvia,2021-03-01,64577.0,47332.0,17245.0,2381.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2976,Latvia,2021-03-02,66746.0,49199.0,17547.0,2351.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2977,Latvia,2021-03-03,70828.0,53094.0,17734.0,2319.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2978,Latvia,2021-03-04,76737.0,58884.0,17853.0,2567.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2979,Latvia,2021-03-05,81388.0,63397.0,17991.0,2754.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2980,Latvia,2021-03-06,82103.0,64109.0,17994.0,2773.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2981,Latvia,2021-03-07,,64172.0,,2754.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2983,Lebanon,2021-02-14,48.0,,,48.0,Pfizer/BioNTech
2984,Lebanon,2021-02-15,1280.0,,,640.0,Pfizer/BioNTech
2985,Lebanon,2021-02-16,3266.0,,,1089.0,Pfizer/BioNTech
2986,Lebanon,2021-02-17,5932.0,,,1483.0,Pfizer/BioNTech
2987,Lebanon,2021-02-18,9605.0,,,1921.0,Pfizer/BioNTech
2988,Lebanon,2021-02-19,13329.0,,,2222.0,Pfizer/BioNTech
2989,Lebanon,2021-02-20,13329.0,,,1904.0,Pfizer/BioNTech
2990,Lebanon,2021-02-21,13329.0,,,1897.0,Pfizer/BioNTech
2991,Lebanon,2021-02-22,18031.0,,,2393.0,Pfizer/BioNTech
2992,Lebanon,2021-02-23,21575.0,,,2616.0,Pfizer/BioNTech
2993,Lebanon,2021-02-24,25393.0,,,2780.0,Pfizer/BioNTech
2994,Lebanon,2021-02-25,29820.0,,,2888.0,Pfizer/BioNTech
2995,Lebanon,2021-02-26,34991.0,,,3095.0,Pfizer/BioNTech
2996,Lebanon,2021-02-27,34991.0,,,3095.0,Pfizer/BioNTech
2997,Lebanon,2021-02-28,40593.0,,,3895.0,Pfizer/BioNTech
2998,Lebanon,2021-03-01,45859.0,,,3975.0,Pfizer/BioNTech
2999,Lebanon,2021-03-02,47625.0,,,3721.0,Pfizer/BioNTech
3000,Lebanon,2021-03-03,54585.0,,,4170.0,Pfizer/BioNTech
3001,Lebanon,2021-03-04,57474.0,,,3951.0,Pfizer/BioNTech
3002,Lebanon,2021-03-05,60538.0,,,3650.0,Pfizer/BioNTech
3003,Lebanon,2021-03-06,60740.0,,,3678.0,Pfizer/BioNTech
3004,Lebanon,2021-03-07,61330.0,,,2962.0,Pfizer/BioNTech
3006,Liechtenstein,2021-02-04,,,,26.0,"Moderna, Pfizer/BioNTech"
3007,Liechtenstein,2021-02-05,,,,26.0,"Moderna, Pfizer/BioNTech"
3008,Liechtenstein,2021-02-06,,,,26.0,"Moderna, Pfizer/BioNTech"
3009,Liechtenstein,2021-02-07,,,,26.0,"Moderna, Pfizer/BioNTech"
3010,Liechtenstein,2021-02-08,,,,26.0,"Moderna, Pfizer/BioNTech"
3011,Liechtenstein,2021-02-09,,,,26.0,"Moderna, Pfizer/BioNTech"
3012,Liechtenstein,2021-02-10,1018.0,,,26.0,"Moderna, Pfizer/BioNTech"
3013,Liechtenstein,2021-02-11,,,,28.0,"Moderna, Pfizer/BioNTech"
3014,Liechtenstein,2021-02-12,,,,29.0,"Moderna, Pfizer/BioNTech"
