,country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,vaccines
1,Albania,2021-01-11,,,,64.0,Pfizer/BioNTech
2,Albania,2021-01-12,128.0,128.0,,64.0,Pfizer/BioNTech
3,Albania,2021-01-13,188.0,188.0,,63.0,Pfizer/BioNTech
4,Albania,2021-01-14,266.0,266.0,,66.0,Pfizer/BioNTech
5,Albania,2021-01-15,308.0,308.0,,62.0,Pfizer/BioNTech
6,Albania,2021-01-16,369.0,369.0,,62.0,Pfizer/BioNTech
7,Albania,2021-01-17,405.0,405.0,,58.0,Pfizer/BioNTech
8,Albania,2021-01-18,447.0,447.0,,55.0,Pfizer/BioNTech
9,Albania,2021-01-19,483.0,483.0,,51.0,Pfizer/BioNTech
10,Albania,2021-01-20,519.0,519.0,,47.0,Pfizer/BioNTech
11,Albania,2021-01-21,549.0,549.0,,40.0,Pfizer/BioNTech
12,Albania,2021-01-22,,,,34.0,Pfizer/BioNTech
13,Albania,2021-01-23,,,,26.0,Pfizer/BioNTech
14,Albania,2021-01-24,,,,21.0,Pfizer/BioNTech
15,Albania,2021-01-25,,,,15.0,Pfizer/BioNTech
16,Albania,2021-01-26,,,,9.0,Pfizer/BioNTech
17,Albania,2021-01-27,,,,4.0,Pfizer/BioNTech
24,Albania,2021-02-03,,,,12.0,Pfizer/BioNTech
25,Albania,2021-02-04,,,,24.0,Pfizer/BioNTech
26,Albania,2021-02-05,,,,35.0,Pfizer/BioNTech
27,Albania,2021-02-06,,,,47.0,Pfizer/BioNTech
28,Albania,2021-02-07,,,,59.0,Pfizer/BioNTech
29,Albania,2021-02-08,,,,71.0,Pfizer/BioNTech
30,Albania,2021-02-09,1127.0,689.0,438.0,82.0,Pfizer/BioNTech
31,Albania,2021-02-10,,,,81.0,Pfizer/BioNTech
32,Albania,2021-02-11,,,,79.0,Pfizer/BioNTech
33,Albania,2021-02-12,,,,78.0,Pfizer/BioNTech
34,Albania,2021-02-13,,,,76.0,Pfizer/BioNTech
35,Albania,2021-02-14,,,,75.0,Pfizer/BioNTech
36,Albania,2021-02-15,,,,73.0,Pfizer/BioNTech
37,Albania,2021-02-16,,,,72.0,Pfizer/BioNTech
38,Albania,2021-02-17,1701.0,1090.0,611.0,72.0,Pfizer/BioNTech
39,Albania,2021-02-18,3049.0,2438.0,611.0,254.0,Pfizer/BioNTech
40,Albania,2021-02-19,4177.0,,,405.0,Pfizer/BioNTech
41,Albania,2021-02-20,,,,516.0,Pfizer/BioNTech
42,Albania,2021-02-21,,,,627.0,Pfizer/BioNTech
43,Albania,2021-02-22,6728.0,6073.0,655.0,739.0,Pfizer/BioNTech
44,Albania,2021-02-23,,,,891.0,Pfizer/BioNTech
45,Albania,2021-02-24,,,,1043.0,Pfizer/BioNTech
46,Albania,2021-02-25,10135.0,,,1012.0,Pfizer/BioNTech
47,Albania,2021-02-26,,,,1000.0,Pfizer/BioNTech
48,Albania,2021-02-27,,,,1027.0,Pfizer/BioNTech
49,Albania,2021-02-28,,,,1054.0,Pfizer/BioNTech
50,Albania,2021-03-01,14295.0,,,1081.0,Pfizer/BioNTech
51,Albania,2021-03-02,,,,1026.0,Pfizer/BioNTech
52,Albania,2021-03-03,15793.0,,,971.0,Pfizer/BioNTech
54,Algeria,2021-01-30,30.0,,,30.0,Sputnik V
55,Algeria,2021-01-31,,,,1889.0,Sputnik V
56,Algeria,2021-02-01,,,,2509.0,Sputnik V
57,Algeria,2021-02-02,,,,2819.0,Sputnik V
58,Algeria,2021-02-03,,,,3005.0,Sputnik V
59,Algeria,2021-02-04,,,,3129.0,Sputnik V
60,Algeria,2021-02-05,,,,3217.0,Sputnik V
61,Algeria,2021-02-06,,,,3748.0,Sputnik V
62,Algeria,2021-02-07,,,,3748.0,Sputnik V
63,Algeria,2021-02-08,,,,3748.0,Sputnik V
64,Algeria,2021-02-09,,,,3748.0,Sputnik V
65,Algeria,2021-02-10,,,,3748.0,Sputnik V
66,Algeria,2021-02-11,,,,3748.0,Sputnik V
67,Algeria,2021-02-12,,,,3748.0,Sputnik V
68,Algeria,2021-02-13,,,,3748.0,Sputnik V
69,Algeria,2021-02-14,,,,3748.0,Sputnik V
70,Algeria,2021-02-15,,,,3748.0,Sputnik V
71,Algeria,2021-02-16,,,,3748.0,Sputnik V
72,Algeria,2021-02-17,,,,3748.0,Sputnik V
73,Algeria,2021-02-18,,,,3748.0,Sputnik V
74,Algeria,2021-02-19,75000.0,,,3748.0,Sputnik V
76,Andorra,2021-01-26,,,,66.0,Pfizer/BioNTech
77,Andorra,2021-01-27,,,,66.0,Pfizer/BioNTech
78,Andorra,2021-01-28,,,,66.0,Pfizer/BioNTech
79,Andorra,2021-01-29,,,,66.0,Pfizer/BioNTech
80,Andorra,2021-01-30,,,,66.0,Pfizer/BioNTech
81,Andorra,2021-01-31,,,,66.0,Pfizer/BioNTech
82,Andorra,2021-02-01,1036.0,1036.0,,66.0,Pfizer/BioNTech
83,Andorra,2021-02-02,,,,60.0,Pfizer/BioNTech
84,Andorra,2021-02-03,,,,55.0,Pfizer/BioNTech
85,Andorra,2021-02-04,,,,50.0,Pfizer/BioNTech
86,Andorra,2021-02-05,,,,44.0,Pfizer/BioNTech
87,Andorra,2021-02-06,,,,39.0,Pfizer/BioNTech
88,Andorra,2021-02-07,,,,34.0,Pfizer/BioNTech
89,Andorra,2021-02-08,,,,28.0,Pfizer/BioNTech
90,Andorra,2021-02-09,,,,28.0,Pfizer/BioNTech
91,Andorra,2021-02-10,1291.0,1291.0,,28.0,Pfizer/BioNTech
92,Andorra,2021-02-11,,,,48.0,Pfizer/BioNTech
93,Andorra,2021-02-12,1622.0,1622.0,,68.0,Pfizer/BioNTech
94,Andorra,2021-02-13,,,,74.0,Pfizer/BioNTech
95,Andorra,2021-02-14,,,,81.0,Pfizer/BioNTech
96,Andorra,2021-02-15,,,,87.0,Pfizer/BioNTech
97,Andorra,2021-02-16,,,,94.0,Pfizer/BioNTech
98,Andorra,2021-02-17,,,,100.0,Pfizer/BioNTech
99,Andorra,2021-02-18,,,,87.0,Pfizer/BioNTech
100,Andorra,2021-02-19,2141.0,2141.0,,74.0,Pfizer/BioNTech
101,Andorra,2021-02-20,,,,71.0,Pfizer/BioNTech
102,Andorra,2021-02-21,,,,67.0,Pfizer/BioNTech
103,Andorra,2021-02-22,,,,64.0,Pfizer/BioNTech
104,Andorra,2021-02-23,,,,60.0,Pfizer/BioNTech
105,Andorra,2021-02-24,2390.0,2390.0,,57.0,Pfizer/BioNTech
106,Andorra,2021-02-25,,,,56.0,Pfizer/BioNTech
107,Andorra,2021-02-26,2526.0,2526.0,,55.0,Pfizer/BioNTech
109,Anguilla,2021-02-05,,,,149.0,Oxford/AstraZeneca
110,Anguilla,2021-02-06,,,,149.0,Oxford/AstraZeneca
111,Anguilla,2021-02-07,,,,149.0,Oxford/AstraZeneca
112,Anguilla,2021-02-08,,,,149.0,Oxford/AstraZeneca
113,Anguilla,2021-02-09,,,,149.0,Oxford/AstraZeneca
114,Anguilla,2021-02-10,,,,149.0,Oxford/AstraZeneca
115,Anguilla,2021-02-11,,,,149.0,Oxford/AstraZeneca
116,Anguilla,2021-02-12,,,,149.0,Oxford/AstraZeneca
117,Anguilla,2021-02-13,1341.0,1341.0,,149.0,Oxford/AstraZeneca
118,Anguilla,2021-02-14,2762.0,2762.0,,331.0,Oxford/AstraZeneca
119,Anguilla,2021-02-15,,,,323.0,Oxford/AstraZeneca
120,Anguilla,2021-02-16,,,,316.0,Oxford/AstraZeneca
121,Anguilla,2021-02-17,,,,309.0,Oxford/AstraZeneca
122,Anguilla,2021-02-18,,,,301.0,Oxford/AstraZeneca
123,Anguilla,2021-02-19,,,,294.0,Oxford/AstraZeneca
124,Anguilla,2021-02-20,,,,286.0,Oxford/AstraZeneca
125,Anguilla,2021-02-21,,,,97.0,Oxford/AstraZeneca
126,Anguilla,2021-02-22,,,,97.0,Oxford/AstraZeneca
127,Anguilla,2021-02-23,,,,97.0,Oxford/AstraZeneca
128,Anguilla,2021-02-24,,,,97.0,Oxford/AstraZeneca
129,Anguilla,2021-02-25,,,,97.0,Oxford/AstraZeneca
130,Anguilla,2021-02-26,3929.0,3929.0,,97.0,Oxford/AstraZeneca
132,Argentina,2020-12-30,,,,15656.0,Sputnik V
133,Argentina,2020-12-31,32013.0,,,15656.0,Sputnik V
134,Argentina,2021-01-01,,,,11070.0,Sputnik V
135,Argentina,2021-01-02,,,,8776.0,Sputnik V
136,Argentina,2021-01-03,,,,7400.0,Sputnik V
137,Argentina,2021-01-04,39599.0,,,6483.0,Sputnik V
138,Argentina,2021-01-05,,,,7984.0,Sputnik V
139,Argentina,2021-01-06,,,,8173.0,Sputnik V
140,Argentina,2021-01-07,,,,8363.0,Sputnik V
141,Argentina,2021-01-08,107542.0,,,10519.0,Sputnik V
142,Argentina,2021-01-09,,,,11942.0,Sputnik V
143,Argentina,2021-01-10,,,,13365.0,Sputnik V
144,Argentina,2021-01-11,,,,14788.0,Sputnik V
145,Argentina,2021-01-12,,,,14056.0,Sputnik V
146,Argentina,2021-01-13,166833.0,,,13323.0,Sputnik V
147,Argentina,2021-01-14,,,,13320.0,Sputnik V
148,Argentina,2021-01-15,200759.0,,,13317.0,Sputnik V
149,Argentina,2021-01-16,,,,12971.0,Sputnik V
150,Argentina,2021-01-17,,,,12624.0,Sputnik V
151,Argentina,2021-01-18,,,,12278.0,Sputnik V
152,Argentina,2021-01-19,,,,11932.0,Sputnik V
153,Argentina,2021-01-20,247933.0,243539.0,4394.0,11586.0,Sputnik V
154,Argentina,2021-01-21,265724.0,249372.0,16352.0,11704.0,Sputnik V
155,Argentina,2021-01-22,279602.0,254456.0,25146.0,11263.0,Sputnik V
156,Argentina,2021-01-23,288064.0,258876.0,29188.0,11124.0,Sputnik V
157,Argentina,2021-01-24,292023.0,260036.0,31987.0,10342.0,Sputnik V
158,Argentina,2021-01-25,292386.0,260122.0,32264.0,9046.0,Sputnik V
159,Argentina,2021-01-26,305880.0,266969.0,38911.0,9626.0,Sputnik V
160,Argentina,2021-01-27,318033.0,272323.0,45710.0,10014.0,Sputnik V
161,Argentina,2021-01-28,327999.0,276548.0,51451.0,8896.0,Sputnik V
162,Argentina,2021-01-29,344034.0,278451.0,65583.0,9205.0,Sputnik V
163,Argentina,2021-01-30,366384.0,281023.0,85361.0,11189.0,Sputnik V
164,Argentina,2021-01-31,,,,11299.0,Sputnik V
165,Argentina,2021-02-01,375851.0,281577.0,94274.0,11924.0,Sputnik V
166,Argentina,2021-02-02,,,,11475.0,Sputnik V
167,Argentina,2021-02-03,396562.0,284196.0,112366.0,11218.0,Sputnik V
168,Argentina,2021-02-04,444018.0,297717.0,146301.0,16574.0,Sputnik V
169,Argentina,2021-02-05,,,,16238.0,Sputnik V
170,Argentina,2021-02-06,471383.0,307501.0,163882.0,15000.0,Sputnik V
171,Argentina,2021-02-07,501152.0,319316.0,181836.0,18576.0,Sputnik V
172,Argentina,2021-02-08,511582.0,322318.0,189264.0,19390.0,Sputnik V
173,Argentina,2021-02-09,513178.0,322975.0,190203.0,18139.0,Sputnik V
174,Argentina,2021-02-10,535303.0,337772.0,197531.0,19820.0,Sputnik V
175,Argentina,2021-02-11,572928.0,362649.0,210279.0,18416.0,Sputnik V
176,Argentina,2021-02-12,591632.0,368023.0,223609.0,19133.0,Sputnik V
177,Argentina,2021-02-13,606245.0,371629.0,234616.0,19266.0,Sputnik V
178,Argentina,2021-02-14,609605.0,372122.0,237483.0,15493.0,Sputnik V
179,Argentina,2021-02-15,609791.0,372181.0,237610.0,14030.0,Sputnik V
180,Argentina,2021-02-16,611169.0,373253.0,237916.0,13999.0,Sputnik V
181,Argentina,2021-02-17,612322.0,374002.0,238320.0,11003.0,Sputnik V
182,Argentina,2021-02-18,635583.0,392399.0,243184.0,8951.0,Sputnik V
183,Argentina,2021-02-19,668654.0,414958.0,253696.0,11003.0,Sputnik V
184,Argentina,2021-02-20,707148.0,445614.0,261534.0,14415.0,Sputnik V
185,Argentina,2021-02-21,720267.0,456929.0,263338.0,15809.0,Sputnik V
186,Argentina,2021-02-22,722234.0,458822.0,263412.0,16063.0,Sputnik V
187,Argentina,2021-02-23,746615.0,481689.0,264926.0,19349.0,Sputnik V
188,Argentina,2021-02-24,780455.0,513394.0,267061.0,24019.0,Sputnik V
189,Argentina,2021-02-25,829832.0,558831.0,271001.0,27750.0,Sputnik V
190,Argentina,2021-02-26,903915.0,620635.0,283280.0,33609.0,Sputnik V
191,Argentina,2021-02-27,984895.0,694470.0,290425.0,39678.0,Sputnik V
192,Argentina,2021-02-28,1025003.0,731571.0,293432.0,43534.0,Sputnik V
193,Argentina,2021-03-01,1049169.0,755212.0,293957.0,46705.0,Sputnik V
194,Argentina,2021-03-02,1126108.0,823446.0,302662.0,54213.0,Sputnik V
195,Argentina,2021-03-03,1181292.0,874916.0,306376.0,57262.0,Sputnik V
196,Argentina,2021-03-04,1252461.0,941695.0,310766.0,60376.0,Sputnik V
197,Argentina,2021-03-05,1357596.0,1030504.0,327092.0,64812.0,Sputnik V
198,Argentina,2021-03-06,,,,65277.0,Sputnik V
199,Argentina,2021-03-07,1526078.0,1182874.0,343204.0,71582.0,Sputnik V
207,Australia,2021-02-22,20.0,20.0,,3.0,Pfizer/BioNTech
208,Australia,2021-02-23,2879.0,2879.0,,411.0,Pfizer/BioNTech
209,Australia,2021-02-24,6908.0,6908.0,,987.0,Pfizer/BioNTech
210,Australia,2021-02-25,17500.0,17500.0,,2500.0,Pfizer/BioNTech
211,Australia,2021-02-26,25000.0,25000.0,,3571.0,Pfizer/BioNTech
212,Australia,2021-02-27,30000.0,30000.0,,4286.0,Pfizer/BioNTech
213,Australia,2021-02-28,31894.0,31894.0,,4556.0,Pfizer/BioNTech
214,Australia,2021-03-01,33702.0,33702.0,,4812.0,Pfizer/BioNTech
215,Australia,2021-03-02,41907.0,41907.0,,5575.0,Pfizer/BioNTech
216,Australia,2021-03-03,50840.0,50840.0,,6276.0,Pfizer/BioNTech
217,Australia,2021-03-04,61008.0,61008.0,,6215.0,Pfizer/BioNTech
218,Australia,2021-03-05,71000.0,71000.0,,6571.0,Pfizer/BioNTech
219,Australia,2021-03-06,76073.0,76073.0,,6582.0,Pfizer/BioNTech
220,Australia,2021-03-07,81000.0,81000.0,,7015.0,Pfizer/BioNTech
225,Austria,2021-01-14,47087.0,29359.0,,6457.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
226,Austria,2021-01-15,67473.0,39751.0,,9243.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
227,Austria,2021-01-16,76066.0,50402.0,,9134.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
228,Austria,2021-01-17,82005.0,55450.0,,8678.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
229,Austria,2021-01-18,88973.0,60708.0,304.0,9673.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
230,Austria,2021-01-19,97389.0,70474.0,1034.0,10876.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
231,Austria,2021-01-20,127354.0,86888.0,2007.0,15156.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
232,Austria,2021-01-21,152843.0,105038.0,3214.0,15108.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
233,Austria,2021-01-22,163692.0,121216.0,3540.0,13746.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
234,Austria,2021-01-23,168700.0,132105.0,4243.0,13233.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
235,Austria,2021-01-24,171416.0,135249.0,4289.0,12773.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
236,Austria,2021-01-25,177179.0,137044.0,4306.0,12601.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
237,Austria,2021-01-26,187606.0,146587.0,4346.0,12888.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
238,Austria,2021-01-27,191749.0,153859.0,5126.0,9199.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
239,Austria,2021-01-28,198091.0,163806.0,5633.0,6464.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
240,Austria,2021-01-29,208878.0,174262.0,7157.0,6455.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
241,Austria,2021-01-30,220647.0,183628.0,13551.0,7421.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
242,Austria,2021-01-31,224792.0,185291.0,15207.0,7625.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
243,Austria,2021-02-01,227802.0,186479.0,15866.0,7232.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
244,Austria,2021-02-02,241258.0,189926.0,19062.0,7665.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
245,Austria,2021-02-03,252707.0,194287.0,28233.0,8708.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
246,Austria,2021-02-04,262079.0,198912.0,39329.0,9141.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
247,Austria,2021-02-05,277431.0,202160.0,50669.0,9793.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
248,Austria,2021-02-06,284578.0,208144.0,62123.0,9133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
249,Austria,2021-02-07,289954.0,210239.0,66621.0,9309.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
250,Austria,2021-02-08,298195.0,212062.0,71135.0,10056.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
251,Austria,2021-02-09,311221.0,215592.0,78852.0,9995.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
252,Austria,2021-02-10,329881.0,219286.0,90983.0,11025.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
253,Austria,2021-02-11,343069.0,224467.0,106450.0,11570.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
254,Austria,2021-02-12,365414.0,229317.0,122349.0,12569.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
255,Austria,2021-02-13,368766.0,236728.0,136564.0,12027.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
256,Austria,2021-02-14,374034.0,241795.0,141922.0,12011.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
257,Austria,2021-02-15,402986.0,242625.0,143889.0,14970.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
258,Austria,2021-02-16,418055.0,247553.0,151477.0,15262.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
259,Austria,2021-02-17,444836.0,253854.0,160094.0,16422.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
260,Austria,2021-02-18,466029.0,266191.0,174350.0,17566.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
261,Austria,2021-02-19,486888.0,277204.0,184366.0,17353.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
262,Austria,2021-02-20,498476.0,288601.0,193620.0,18530.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
263,Austria,2021-02-21,508066.0,298199.0,195539.0,19147.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
264,Austria,2021-02-22,519338.0,305333.0,197941.0,16622.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
265,Austria,2021-02-23,535870.0,312624.0,201848.0,16831.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
266,Austria,2021-02-24,556506.0,323716.0,207148.0,15953.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
267,Austria,2021-02-25,582135.0,339470.0,211897.0,16587.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
268,Austria,2021-02-26,620919.0,,,19147.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
269,Austria,2021-02-27,645986.0,,,21073.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
270,Austria,2021-02-28,656670.0,,,21229.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
271,Austria,2021-03-01,670208.0,,,21553.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
272,Austria,2021-03-02,695516.0,,,22807.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
273,Austria,2021-03-03,722964.0,,,23780.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
274,Austria,2021-03-04,742374.0,,,22891.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
275,Austria,2021-03-05,776225.0,,,22187.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
276,Austria,2021-03-06,802973.0,,,22427.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
278,Azerbaijan,2021-01-18,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
279,Azerbaijan,2021-01-19,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
280,Azerbaijan,2021-01-20,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
281,Azerbaijan,2021-01-21,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
282,Azerbaijan,2021-01-22,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
283,Azerbaijan,2021-01-23,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
284,Azerbaijan,2021-01-24,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
285,Azerbaijan,2021-01-25,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
286,Azerbaijan,2021-01-26,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
287,Azerbaijan,2021-01-27,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
288,Azerbaijan,2021-01-28,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
289,Azerbaijan,2021-01-29,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
290,Azerbaijan,2021-01-30,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
291,Azerbaijan,2021-01-31,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
292,Azerbaijan,2021-02-01,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
293,Azerbaijan,2021-02-02,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
294,Azerbaijan,2021-02-03,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
295,Azerbaijan,2021-02-04,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
296,Azerbaijan,2021-02-05,,,,3250.0,"Oxford/AstraZeneca, Sputnik V"
297,Azerbaijan,2021-02-06,65000.0,65000.0,,3250.0,"Oxford/AstraZeneca, Sputnik V"
298,Azerbaijan,2021-02-07,,,,4204.0,"Oxford/AstraZeneca, Sputnik V"
299,Azerbaijan,2021-02-08,,,,5158.0,"Oxford/AstraZeneca, Sputnik V"
300,Azerbaijan,2021-02-09,,,,6112.0,"Oxford/AstraZeneca, Sputnik V"
301,Azerbaijan,2021-02-10,,,,7066.0,"Oxford/AstraZeneca, Sputnik V"
302,Azerbaijan,2021-02-11,,,,8020.0,"Oxford/AstraZeneca, Sputnik V"
303,Azerbaijan,2021-02-12,,,,8975.0,"Oxford/AstraZeneca, Sputnik V"
304,Azerbaijan,2021-02-13,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
305,Azerbaijan,2021-02-14,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
306,Azerbaijan,2021-02-15,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
307,Azerbaijan,2021-02-16,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
308,Azerbaijan,2021-02-17,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
309,Azerbaijan,2021-02-18,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
310,Azerbaijan,2021-02-19,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
311,Azerbaijan,2021-02-20,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
312,Azerbaijan,2021-02-21,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
313,Azerbaijan,2021-02-22,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
314,Azerbaijan,2021-02-23,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
315,Azerbaijan,2021-02-24,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
316,Azerbaijan,2021-02-25,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
317,Azerbaijan,2021-02-26,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
318,Azerbaijan,2021-02-27,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
319,Azerbaijan,2021-02-28,,,,9929.0,"Oxford/AstraZeneca, Sputnik V"
320,Azerbaijan,2021-03-01,293360.0,293360.0,,9929.0,"Oxford/AstraZeneca, Sputnik V"
321,Azerbaijan,2021-03-02,,,,11650.0,"Oxford/AstraZeneca, Sputnik V"
322,Azerbaijan,2021-03-03,337315.0,337315.0,,13371.0,"Oxford/AstraZeneca, Sputnik V"
324,Bahrain,2020-12-24,50071.0,50071.0,,11106.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
325,Bahrain,2020-12-25,50543.0,50543.0,,5789.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
326,Bahrain,2020-12-26,51556.0,51556.0,,4197.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
327,Bahrain,2020-12-27,53614.0,53614.0,,3662.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
328,Bahrain,2020-12-28,55014.0,55014.0,,3210.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
329,Bahrain,2020-12-29,56041.0,56041.0,,2846.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
330,Bahrain,2020-12-30,57317.0,57317.0,,2622.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
331,Bahrain,2020-12-31,58643.0,58643.0,,1225.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
332,Bahrain,2021-01-01,59351.0,59351.0,,1258.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
333,Bahrain,2021-01-02,60097.0,60097.0,,1220.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
334,Bahrain,2021-01-03,60689.0,60689.0,,1011.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
335,Bahrain,2021-01-04,61612.0,61612.0,,943.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
336,Bahrain,2021-01-05,63893.0,63893.0,,1122.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
337,Bahrain,2021-01-06,68472.0,68472.0,,1594.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
338,Bahrain,2021-01-07,72239.0,72239.0,,1942.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
339,Bahrain,2021-01-08,78291.0,78291.0,,2706.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
340,Bahrain,2021-01-09,84157.0,84157.0,,3437.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
